ID,Tweet URL,Account handle,Account name,Account type,Tweet,Tweet Translated,Tweet Type,Date posted,Likes,Replies,Retweets,Quote Tweets,Likes_zscore,Replies_zscore,Retweets_zscore,Quote Tweets_zscore,Account_Anonymous,Account_Identified,Removed any special characters and urls,Tokenized Tweet,Stemmed Tweet,Lemmatized Tweet
13-127,https://twitter.com/Bessie_2012/status/1068045111265714176,@Bessie_2012,ThinkerBess♥️💚♥️💚♥️💚,Identified,"@SilentNoMorePH Nakakapagtaka rin ang kabobohan mo. Show us your resibo na ipinagbili na nga ni Pres. Duterte ang WPS. Ang alam ko, si Trillanes ang nagbenta ng Scarborough Shoal. Resibo lang, please?",SilentnomorePh It's also surprising that you show us your receipt that Pres Duterte has already sold the WPS I know Trillanes sold the Scarborough Shoal Receipt just please,"Reply, Text",2018-11-29 15:32:00,6.0,1.0,0.0,0.0,0.1706221096043471,0.7077683290744782,-0.15170473148451075,-0.14714972880866967,0,1,SilentNoMorePH Nakakapagtaka rin ang kabobohan mo Show us your resibo na ipinagbili na nga ni Pres Duterte ang WPS Ang alam ko si Trillanes ang nagbenta ng Scarborough Shoal Resibo lang please,silentnomoreph 's also surprising show us receipt pres duterte already sold wps know trillanes sold scarborough shoal receipt please,"['silentnomoreph', ""'s"", 'also', 'surpris', 'show', 'us', 'receipt', 'pre', 'dutert', 'alreadi', 'sold', 'wp', 'know', 'trillan', 'sold', 'scarborough', 'shoal', 'receipt', 'pleas']","['silentnomoreph', ""'s"", 'also', 'surprising', 'show', 'u', 'receipt', 'pres', 'duterte', 'already', 'sold', 'wps', 'know', 'trillanes', 'sold', 'scarborough', 'shoal', 'receipt', 'please']"
13-126,https://twitter.com/o1s1c1a1r1/status/1078990794218971138,@o1s1c1a1r1,Oscar R. Acosta,Identified,Pangulong Duterte ibinunyag na ang milyon milyong kinita ni Trillanes sa mga byahe niya sa China para sa Scarborough shoal https://t.co/AwInxLpyiX,President Duterte has revealed that millions of trillanes earned his flights to China for Scarborough Shoal,"Text, URL",2018-12-29 20:27:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,Pangulong Duterte ibinunyag na ang milyon milyong kinita ni Trillanes sa mga byahe niya sa China para sa Scarborough shoal ,president duterte revealed millions trillanes earned flights china scarborough shoal,"['presid', 'dutert', 'reveal', 'million', 'trillan', 'earn', 'flight', 'china', 'scarborough', 'shoal']","['president', 'duterte', 'revealed', 'million', 'trillanes', 'earned', 'flight', 'china', 'scarborough', 'shoal']"
13-120,https://twitter.com/ebutihin14/status/1145714196027494401,@ebutihin14,EDMON BUTIHEN,Anonymous,"EX PRES. AQUINO ANG NAGBINTA NG SCARBOROUGH SHOAL, YAN ANG KATOTOHANAN, MGA INTSIK KC SILA. https://t.co/j0nGFGIYhJ",Ex Pres Aquino painted Scarborough Shoal that's the truth of the Chinese kc they,"Text, URL",2019-01-07 23:22:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,EX PRES AQUINO ANG NAGBINTA NG SCARBOROUGH SHOAL YAN ANG KATOTOHANAN MGA INTSIK KC SILA ,ex pres aquino painted scarborough shoal 's truth chinese kc,"['ex', 'pre', 'aquino', 'paint', 'scarborough', 'shoal', ""'s"", 'truth', 'chines', 'kc']","['ex', 'pres', 'aquino', 'painted', 'scarborough', 'shoal', ""'s"", 'truth', 'chinese', 'kc']"
13-72,https://twitter.com/queensukie/status/1124187531447160838,@queensukie,Socorro V. Degracia,Identified,"""After Trillanes' backdoor negotiation with China, we lost Scarborough Shoal"" ---- Rody Duterte 

earlier, Sen. Enrile qualified Trillanes' irresponsible move as TREASON https://t.co/KaA9nnTt69","After Trillanes backdoor negotiation with China we lost Scarborough Shoal  Rody Duterte 

earlier Sen Enrile qualified Trillanes irresponsible move as TREASON","Text, URL",2019-03-05 13:42:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,"After Trillanes backdoor negotiation with China we lost Scarborough Shoal  Rody Duterte 

earlier Sen Enrile qualified Trillanes irresponsible move as TREASON ",trillanes backdoor negotiation china lost scarborough shoal rody duterte earlier sen enrile qualified trillanes irresponsible move treason,"['trillan', 'backdoor', 'negoti', 'china', 'lost', 'scarborough', 'shoal', 'rodi', 'dutert', 'earlier', 'sen', 'enril', 'qualifi', 'trillan', 'irrespons', 'move', 'treason']","['trillanes', 'backdoor', 'negotiation', 'china', 'lost', 'scarborough', 'shoal', 'rody', 'duterte', 'earlier', 'sen', 'enrile', 'qualified', 'trillanes', 'irresponsible', 'move', 'treason']"
13-124,https://twitter.com/SongbiWerpa/status/1109428077187067905,@SongbiWerpa,Werpa Songbi,Anonymous,@rapplerdotcom Haha magkano kinita ni Pnoy at ni Trillanes sa Scarborough Shoal #LPNeverAgain,rappplerdotcom haha how much pnoy and trillanes earned at Scarborough Shoal Lpneveragain,"Reply, Text",2019-03-23 20:14:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,rapplerdotcom Haha magkano kinita ni Pnoy at ni Trillanes sa Scarborough Shoal LPNeverAgain,rappplerdotcom haha much pnoy trillanes earned scarborough shoal lpneveragain,"['rappplerdotcom', 'haha', 'much', 'pnoy', 'trillan', 'earn', 'scarborough', 'shoal', 'lpneveragain']","['rappplerdotcom', 'haha', 'much', 'pnoy', 'trillanes', 'earned', 'scarborough', 'shoal', 'lpneveragain']"
13-73,https://twitter.com/polcalinawan/status/1111579776563793922,@polcalinawan,Pol Calinawan,Identified,"Too late? China has already mined the soil &amp; rocks of the mountains of Subic. The Aquino administration sold it to build the ""island"" that was Scarborough Shoal. https://t.co/m5wNHXzGA8",Too late China has already mined the soil amp rocks of the mountains of Subic The Aquino administration sold it to build the island that was Scarborough Shoal,"Text, URL",2019-03-29 18:44:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,Too late China has already mined the soil amp rocks of the mountains of Subic The Aquino administration sold it to build the island that was Scarborough Shoal ,late china already mined soil amp rocks mountains subic aquino administration sold build island scarborough shoal,"['late', 'china', 'alreadi', 'mine', 'soil', 'amp', 'rock', 'mountain', 'subic', 'aquino', 'administr', 'sold', 'build', 'island', 'scarborough', 'shoal']","['late', 'china', 'already', 'mined', 'soil', 'amp', 'rock', 'mountain', 'subic', 'aquino', 'administration', 'sold', 'build', 'island', 'scarborough', 'shoal']"
13-123,https://twitter.com/JMF0927/status/1111746047619948545,@JMF0927,TheFamousJojo,Identified,@ogie_rosa Are you referring to former SFA Del Rosario who sold Scarborough Shoal to China with Trillanes &amp; @noynoyaquino as accomplices?,ogie_rosa Are you referring to former SFA Del Rosario who sold Scarborough Shoal to China with Trillanes amp noynoyaquino as accomplices,"Reply, Text",2019-03-30 05:44:00,1.0,0.0,0.0,0.0,-0.13773110052399104,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,ogie_rosa Are you referring to former SFA Del Rosario who sold Scarborough Shoal to China with Trillanes amp noynoyaquino as accomplices,ogie_rosa referring former sfa del rosario sold scarborough shoal china trillanes amp noynoyaquino accomplices,"['ogie_rosa', 'refer', 'former', 'sfa', 'del', 'rosario', 'sold', 'scarborough', 'shoal', 'china', 'trillan', 'amp', 'noynoyaquino', 'accomplic']","['ogie_rosa', 'referring', 'former', 'sfa', 'del', 'rosario', 'sold', 'scarborough', 'shoal', 'china', 'trillanes', 'amp', 'noynoyaquino', 'accomplice']"
13-125,https://twitter.com/drealZoro/status/1102494345922572288,@drealZoro,brandon heat,Identified,@News5AKSYON And that filing of case in Hague court ladies and gentlemen is worth more than 700 million pesos with a non-sense move by the Aquino administration because in the first place they already sold the West Philippine Sea to China with Senator Trillanes as a backdoor negotiator.,News5AKSYON And that filing of case in Hague court ladies and gentlemen is worth more than 700 million pesos with a nonsense move by the Aquino administration because in the first place they already sold the West Philippine Sea to China with Senator Trillanes as a backdoor negotiator,"Reply, Text",2019-04-03 17:01:00,10.0,1.0,1.0,0.0,0.4173046777070176,0.7077683290744782,0.05899628446619863,-0.14714972880866967,0,1,News5AKSYON And that filing of case in Hague court ladies and gentlemen is worth more than 700 million pesos with a nonsense move by the Aquino administration because in the first place they already sold the West Philippine Sea to China with Senator Trillanes as a backdoor negotiator,news5aksyon filing case hague court ladies gentlemen worth 700 million pesos nonsense move aquino administration first place already sold west philippine sea china senator trillanes backdoor negotiator,"['news5aksyon', 'file', 'case', 'hagu', 'court', 'ladi', 'gentlemen', 'worth', '700', 'million', 'peso', 'nonsens', 'move', 'aquino', 'administr', 'first', 'place', 'alreadi', 'sold', 'west', 'philippin', 'sea', 'china', 'senat', 'trillan', 'backdoor', 'negoti']","['news5aksyon', 'filing', 'case', 'hague', 'court', 'lady', 'gentleman', 'worth', '700', 'million', 'peso', 'nonsense', 'move', 'aquino', 'administration', 'first', 'place', 'already', 'sold', 'west', 'philippine', 'sea', 'china', 'senator', 'trillanes', 'backdoor', 'negotiator']"
13-122,https://twitter.com/CardoDa89185153/status/1115412249626021888,@CardoDa89185153,Cardo Dalisay,Anonymous,Etong Otso Deretsu nato ginagawang issue ang tungkol sa West Philippine Sea e kung tutuusin it was Noynoy abnoy Aquino and Antonio Bikoy Trillanes ang nakipag deal nyan sa Chinese Govt binenta nila...nag walk out pa nga si Trililing don sa senate dhil umiwas xa sa mga tanong..,We have been making an issue about the West Philippine Sea e if it were Noynoy Abnoy Aquino and Antonio Bikoy Trillanes who deals with Chinese govt sold trililing Don even a walk out of the senate and avoid the questions,Text,2019-04-09 08:32:00,2.0,0.0,0.0,0.0,-0.07606045849832341,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,Etong Otso Deretsu nato ginagawang issue ang tungkol sa West Philippine Sea e kung tutuusin it was Noynoy abnoy Aquino and Antonio Bikoy Trillanes ang nakipag deal nyan sa Chinese Govt binenta nilanag walk out pa nga si Trililing don sa senate dhil umiwas xa sa mga tanong,making issue west philippine sea e noynoy abnoy aquino antonio bikoy trillanes deals chinese govt sold trililing even walk senate avoid questions,"['make', 'issu', 'west', 'philippin', 'sea', 'e', 'noynoy', 'abnoy', 'aquino', 'antonio', 'bikoy', 'trillan', 'deal', 'chines', 'govt', 'sold', 'trilil', 'even', 'walk', 'senat', 'avoid', 'question']","['making', 'issue', 'west', 'philippine', 'sea', 'e', 'noynoy', 'abnoy', 'aquino', 'antonio', 'bikoy', 'trillanes', 'deal', 'chinese', 'govt', 'sold', 'trililing', 'even', 'walk', 'senate', 'avoid', 'question']"
13-118,https://twitter.com/jurgabes/status/1202516903786434560,@jurgabes,neri tumalip,Identified,"Pamilyang Ayente
Ninoy Aquino - nagbenta ng Sabah
Cory Aquino -nagbenta ng mga govt owned company tulad ng PAL, Meralco at marami pang Iba.
Abnoy Aquino - nagbenta ng Scarborough Shoal.
Sila ang mga TRAYDOR sa ating bayan at SALOT sa ating lipunan na nagpahirap sa mga Pilipino https://t.co/LaiTYSbHQu","Ayente family
Ninoy Aquino sold Sabah
Cory Aquino sold govt owned companies such as Pal Meralco and many more
Abnoy Aquino sold Scarborough Shoal
They are the traitors of our town and the plague of our society that has made Filipinos suffer","Text, Image",2019-05-12 17:15:00,1.0,0.0,0.0,0.0,-0.13773110052399104,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,"Pamilyang Ayente
Ninoy Aquino  nagbenta ng Sabah
Cory Aquino nagbenta ng mga govt owned company tulad ng PAL Meralco at marami pang Iba
Abnoy Aquino  nagbenta ng Scarborough Shoal
Sila ang mga TRAYDOR sa ating bayan at SALOT sa ating lipunan na nagpahirap sa mga Pilipino ",ayente family ninoy aquino sold sabah cory aquino sold govt owned companies pal meralco many abnoy aquino sold scarborough shoal traitors town plague society made filipinos suffer,"['ayent', 'famili', 'ninoy', 'aquino', 'sold', 'sabah', 'cori', 'aquino', 'sold', 'govt', 'own', 'compani', 'pal', 'meralco', 'mani', 'abnoy', 'aquino', 'sold', 'scarborough', 'shoal', 'traitor', 'town', 'plagu', 'societi', 'made', 'filipino', 'suffer']","['ayente', 'family', 'ninoy', 'aquino', 'sold', 'sabah', 'cory', 'aquino', 'sold', 'govt', 'owned', 'company', 'pal', 'meralco', 'many', 'abnoy', 'aquino', 'sold', 'scarborough', 'shoal', 'traitor', 'town', 'plague', 'society', 'made', 'filipino', 'suffer']"
13-71,https://twitter.com/jmangeloebio/status/1127958040274038784,@jmangeloebio,JMA🇵🇭,Identified,Anti-Duterte elitists said that Duterte sell our country or our territories in WPS to China. But they really don't know that Pnoy sell Scarborough Shoal to China back in 2012 and Trillanes traveled to China 16 times and he had a backdoor meeting in a said country. #Facts,AntiDuterte elitists said that Duterte sell our country or our territories in WPS to China But they really dont know that Pnoy sell Scarborough Shoal to China back in 2012 and Trillanes traveled to China 16 times and he had a backdoor meeting in a said country Facts,Text,2019-05-13 23:25:00,1.0,0.0,0.0,0.0,-0.13773110052399104,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,AntiDuterte elitists said that Duterte sell our country or our territories in WPS to China But they really dont know that Pnoy sell Scarborough Shoal to China back in 2012 and Trillanes traveled to China 16 times and he had a backdoor meeting in a said country Facts,antiduterte elitists said duterte sell country territories wps china really dont know pnoy sell scarborough shoal china back 2012 trillanes traveled china 16 times backdoor meeting said country facts,"['antidutert', 'elitist', 'said', 'dutert', 'sell', 'countri', 'territori', 'wp', 'china', 'realli', 'dont', 'know', 'pnoy', 'sell', 'scarborough', 'shoal', 'china', 'back', '2012', 'trillan', 'travel', 'china', '16', 'time', 'backdoor', 'meet', 'said', 'countri', 'fact']","['antiduterte', 'elitist', 'said', 'duterte', 'sell', 'country', 'territory', 'wps', 'china', 'really', 'dont', 'know', 'pnoy', 'sell', 'scarborough', 'shoal', 'china', 'back', '2012', 'trillanes', 'traveled', 'china', '16', 'time', 'backdoor', 'meeting', 'said', 'country', 'fact']"
13-70,https://twitter.com/mollyscarlette/status/1128372266729857027,@mollyscarlette,𝚂𝙲𝙰𝚁𝙻𝙴𝚃𝚃𝙴.,Identified,[4] Si Enrile inimbestigahan niya yung pagpunta ni Trillanes ng 16 times sa China at pagkatapos nila makipag-usap sa China ay inangkin na ng China ang Scarborough Shoal. He accused Aquino and Trillanes of selling our Territories to China...,"4 Enrile investigates Trillanes' going 16 times to China and after they talk to China, China has claimed Scarborough Shoal He accused Aquino and Trillanes of selling our territories to China","Reply, Text",2019-05-15 02:51:00,1.0,1.0,0.0,0.0,-0.13773110052399104,0.7077683290744782,-0.15170473148451075,-0.14714972880866967,0,1,4 Si Enrile inimbestigahan niya yung pagpunta ni Trillanes ng 16 times sa China at pagkatapos nila makipagusap sa China ay inangkin na ng China ang Scarborough Shoal He accused Aquino and Trillanes of selling our Territories to China,"4 enrile investigates trillanes ' going 16 times china talk china , china claimed scarborough shoal accused aquino trillanes selling territories china","['4', 'enril', 'investig', 'trillan', ""'"", 'go', '16', 'time', 'china', 'talk', 'china', ',', 'china', 'claim', 'scarborough', 'shoal', 'accus', 'aquino', 'trillan', 'sell', 'territori', 'china']","['4', 'enrile', 'investigates', 'trillanes', ""'"", 'going', '16', 'time', 'china', 'talk', 'china', ',', 'china', 'claimed', 'scarborough', 'shoal', 'accused', 'aquino', 'trillanes', 'selling', 'territory', 'china']"
13-69,https://twitter.com/GiVon80/status/1128585507166801922,@GiVon80,Mi Rae,Identified,"@shakirasison 100,000 and 30,000 bodies saang lupalop na balita mo nakuha yan Teh??? Selling Philippines to China? Sabihin mo yan kay Panot at Trillanes na nagbenta nang Scarborough Shoal Wag lang magpakatanga Please!!!",ShakiRasison 100000 and 30000 Bodies In the world of news you got that Selling Philippines to China tell Panot and Trillanes who sold Scarborough Shoal just don't be surprised please,"Reply, Text",2019-05-15 16:58:00,1.0,0.0,0.0,0.0,-0.13773110052399104,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,shakirasison 100000 and 30000 bodies saang lupalop na balita mo nakuha yan Teh Selling Philippines to China Sabihin mo yan kay Panot at Trillanes na nagbenta nang Scarborough Shoal Wag lang magpakatanga Please,shakirasison 100000 30000 bodies world news got selling philippines china tell panot trillanes sold scarborough shoal n't surprised please,"['shakirasison', '100000', '30000', 'bodi', 'world', 'news', 'got', 'sell', 'philippin', 'china', 'tell', 'panot', 'trillan', 'sold', 'scarborough', 'shoal', ""n't"", 'surpris', 'pleas']","['shakirasison', '100000', '30000', 'body', 'world', 'news', 'got', 'selling', 'philippine', 'china', 'tell', 'panot', 'trillanes', 'sold', 'scarborough', 'shoal', ""n't"", 'surprised', 'please']"
13-68,https://twitter.com/carm68lu/status/1131305288579948549,@carm68lu,Carm🇵🇭,Identified,"@jojo_castaneda @AdrianSanggala1 @MavicMBautis23 @MaamSyj Whose garden is Scarborough Shoal?  I thought Aquino and del Rosario gave away this ""garden."" 😉",jojo_castaneda AdrianSanggala1 MavicMBautis23 MaamSyj Whose garden is Scarborough Shoal  I thought Aquino and del Rosario gave away this garden,"Reply, Text",2019-05-23 05:06:00,1.0,1.0,0.0,0.0,-0.13773110052399104,0.7077683290744782,-0.15170473148451075,-0.14714972880866967,0,1,jojo_castaneda AdrianSanggala1 MavicMBautis23 MaamSyj Whose garden is Scarborough Shoal  I thought Aquino and del Rosario gave away this garden ,jojo_castaneda adriansanggala1 mavicmbautis23 maamsyj whose garden scarborough shoal thought aquino del rosario gave away garden,"['jojo_castaneda', 'adriansanggala1', 'mavicmbautis23', 'maamsyj', 'whose', 'garden', 'scarborough', 'shoal', 'thought', 'aquino', 'del', 'rosario', 'gave', 'away', 'garden']","['jojo_castaneda', 'adriansanggala1', 'mavicmbautis23', 'maamsyj', 'whose', 'garden', 'scarborough', 'shoal', 'thought', 'aquino', 'del', 'rosario', 'gave', 'away', 'garden']"
